種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
動画,POV,The Academy,The Academy,o52772p,,【POV｜2025】The Academy【Tuba】,https://www.youtube.com/watch?v=BPEZXR7Sb60,Breave,https://www.youtube.com/channel/UCejDQaXa-lwgeFyOr4IvaEg,
動画,POV,The Academy,The Academy,o52772p,,【POV｜2025】The Academy【Tuba】,https://www.youtube.com/watch?v=2NHW60ocTz4,Breave,https://www.youtube.com/channel/UCejDQaXa-lwgeFyOr4IvaEg,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,,【POV｜2025】Spirit of Atlanta【Drumset】,https://www.youtube.com/watch?v=fHVGuh8Q-bE,Jacob Herrera,https://www.youtube.com/channel/UCT3D0ErtDPsVFxTsSHbdo8w,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,,【POV｜2025】Spirit of Atlanta【POV】,https://www.youtube.com/watch?v=a68KY9MGrpM,Jake Dorris,https://www.youtube.com/channel/UCv8YhbeaZwypwbkMxmZ_QRQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,,【POV｜2025】Spirit of Atlanta【Synth 1】,https://www.youtube.com/watch?v=VZoi065nLcY,Shane J Lee,https://www.youtube.com/channel/UCthacqIDWRkmc9FMllwbuYA,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,,【POV｜2025】Spirit of Atlanta【Baritone】,https://www.youtube.com/watch?v=AYOy7qfSP9o,hendrick c,https://www.youtube.com/channel/UC6m8kU9UE-d3NPLjW6CykMw,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Tuba】,https://www.youtube.com/watch?v=6x6iIOZfFxU,the queen buttercup perspective,https://www.youtube.com/channel/UCy3Lz1DNTPdugcS_oXRKSCQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【color guard】,https://www.youtube.com/watch?v=hIpKjwB0nq0,Sanford spins,https://www.youtube.com/channel/UCTwg3Lzu-9vzj8y-x9nwgXg,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Quad】,https://www.youtube.com/watch?v=hSQJQv9a1LM,Joe Quads,https://www.youtube.com/channel/UC4-6ikSgPQB0Rwd81ET_hOQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Mello】,https://www.youtube.com/watch?v=Qm58tlw_KDo,Kyle Grimm,https://www.youtube.com/channel/UC5ul7aDzS8E8w--Dz6yxBOw,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Tuba】,https://www.youtube.com/watch?v=MS1q1V5-GtQ,the queen buttercup perspective,https://www.youtube.com/channel/UCy3Lz1DNTPdugcS_oXRKSCQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Lead Mello】,https://www.youtube.com/watch?v=SsLaEmYEN2g,Aikyu,https://www.youtube.com/channel/UC6Uuq2nRwY1DVPJhuEjqY2Q,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,,【POV｜2025】Seattle Cascades【Lead Baritone】,https://www.youtube.com/watch?v=6KS0q4r_TCw,Ethan Berardinelli,https://www.youtube.com/channel/UCkwLcV9ATw3NrX9g1Erdl3g,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2025】Santa Clara Vanguard【Colorguard】,https://www.youtube.com/watch?v=ag_txsXir7g,Alyssa Byargeon,https://www.youtube.com/channel/UCtZmaB2razB8EgWqEtgoZmg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【Vibraphone】,https://www.youtube.com/watch?v=nrIfIOJhX8g,Ben Coble,https://www.youtube.com/channel/UCx0jatqHHHgTJNaAfxYOtEA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【Mello】,https://www.youtube.com/watch?v=_O8stbUEp8c,Leilani Lomeli,https://www.youtube.com/channel/UCiP0qx34HbURBV9P_Jh0sew,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【Euphonium】,https://www.youtube.com/watch?v=qarwsiqoJto,Owen Does Band Things,https://www.youtube.com/channel/UCGYAoaVMoXD-EM6KK3kyRCw,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【Lead Euphonium】,https://www.youtube.com/watch?v=dc5m339YF0w,Chase Baxter,https://www.youtube.com/channel/UCmaytrvDboOThj7egSIQ7cg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【POV】,https://www.youtube.com/watch?v=a2VET0Bzbvs,Drew Higgins,https://www.youtube.com/channel/UC5OXA_g4HZAxAgmLAKRUdhw,
動画,POV,Troopers,Troopers,of59uo4,,【POV｜2025】Troopers【TRUMPET】,https://www.youtube.com/watch?v=rD5VJBudo_s,Brooklyn French,https://www.youtube.com/channel/UCmDOUDNmC2vY3SD2RWhSc9w,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Synth 1】,https://www.youtube.com/watch?v=eG74uvNkqfw,Lindsay Wyatt,https://www.youtube.com/channel/UC5Txj2yxd3fG2DZcVfahDsw,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Tuba】,https://www.youtube.com/watch?v=U-BgUR5Ew6Y,Matthew Debolt,https://www.youtube.com/channel/UCiWJbT12jYCFYLRiC-p7XGQ,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Tuba】,https://www.youtube.com/watch?v=5uj5hnjBnlw,Matthew Debolt,https://www.youtube.com/channel/UCiWJbT12jYCFYLRiC-p7XGQ,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【lead mello】,https://www.youtube.com/watch?v=eJmy1A9oGg4,Jacob Davis,https://www.youtube.com/channel/UC6jmRQ81xL5UXBHgwok_lGw,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Euphonium】,https://www.youtube.com/watch?v=FDPEJ-be76Y,DJskywrd,https://www.youtube.com/channel/UC1Y1Gj2e0BQvdO1oLyDIcbA,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Euphonium】,https://www.youtube.com/watch?v=DQHjxD_Akz4,Layne Eaton,https://www.youtube.com/channel/UCn23kyXTU_ERdDekJvvkI7A,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【Bass 1】,https://www.youtube.com/watch?v=Zar4tRrtp9c,Jonathan Clark,https://www.youtube.com/channel/UCCLbj5VgU8BCUgdPw_cfKXQ,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【POV】,https://www.youtube.com/watch?v=17q4faqObBg,Mason Buenzow,https://www.youtube.com/channel/UCcIGKuUw_IsGP5TPSoqZbmw,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【POV】,https://www.youtube.com/watch?v=Ted1dBN_6GU,Mason Buenzow,https://www.youtube.com/channel/UCcIGKuUw_IsGP5TPSoqZbmw,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【2nd Euphonium】,https://www.youtube.com/watch?v=JR8xgGbNgS0,Jackson._Euph,https://www.youtube.com/channel/UC81LthNMq08cXm87Z9120-w,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2025】Music City【lead baritone】,https://www.youtube.com/watch?v=y5CsYUj3VCM,Anthony Ferre,https://www.youtube.com/channel/UCaAKM-nyFjxxq7NPe6Hecag,
動画,POV,Mandarins,Mandarins,o16lw4sx,,【POV｜2025】Mandarins【Marimba】,https://www.youtube.com/watch?v=3GUWN_06uzI,Aidin Callas,https://www.youtube.com/channel/UCDg8Ptjwloimg23nukhQixw,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,,【POV｜2025】Madison Scouts【Euphonium】,https://www.youtube.com/watch?v=6omAIlGIB0w,Val F,https://www.youtube.com/channel/UCDfIMA0HKycKxc20q02B15w,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,,【POV｜2025】Madison Scouts【Bass 4】,https://www.youtube.com/watch?v=KlFJwGCo1ro,BodoPlays,https://www.youtube.com/channel/UCiHybrcw6bJ0pu9iTwKbr0w,
動画,POV,Genesis,Genesis,oj0k7hi,,【POV｜2025】Genesis【Lead Baritone】,https://www.youtube.com/watch?v=EqmIv29XcU0,Chris Willis,https://www.youtube.com/channel/UC8iiKnfScRBkHt78YF72w-w,
動画,POV,Genesis,Genesis,oj0k7hi,,【POV｜2025】Genesis【POV】,https://www.youtube.com/watch?v=ZR09gMyTU2Y,Marina,https://www.youtube.com/channel/UC5RlpKX9Yk_UYCCTkvpPA6w,
動画,POV,Crossmen,Crossmen,o2b2uko,,【POV｜2025】Crossmen【LEAD TRUMPET】,https://www.youtube.com/watch?v=L87aXPPxGtA,Carter Hay,https://www.youtube.com/channel/UCokPEgBPNKlVimpbbSzQlNg,
動画,POV,Crossmen,Crossmen,o2b2uko,,【POV｜2025】Crossmen【Lead Baritone】,https://www.youtube.com/watch?v=xMLopD4JPXs,ZaneRoot,https://www.youtube.com/channel/UCdIY1Ecn0UDgPdGZ7YWFR0Q,
動画,POV,Cadets,Cadets,o5i3t4q,,【POV｜2025】Cadets【Trumpet】,https://www.youtube.com/watch?v=1Q5X0fhHA3c,Remy Nguyen,https://www.youtube.com/channel/UCR9daHwEytok5n7zECx4zfA,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,,【POV｜2025】The Cavaliers【Lead Baritone】,https://www.youtube.com/watch?v=uNa6UPFPUYY,Quinn Cunningham,https://www.youtube.com/channel/UCOjU-GorIPkIwrhCBksa_dg,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,,【POV｜2025】The Cavaliers【Baritone】,https://www.youtube.com/watch?v=lRISXdQx4lk,MajesticAJ39,https://www.youtube.com/channel/UCji726hB8kjVtiQFho3N6mA,
動画,POV,Carolina Crown,Carolina Crown,o46167m,,【POV｜2025】Carolina Crown【Tuba】,https://www.youtube.com/watch?v=n9uUgHU-q7Y,Travis,https://www.youtube.com/channel/UCLVyaZAoTvAmC_QSwJ_3riA,
動画,POV,Carolina Crown,Carolina Crown,o46167m,,【POV｜2025】Carolina Crown【Tuba】,https://www.youtube.com/watch?v=mjlEc2U_rbc,Jason Parra,https://www.youtube.com/channel/UCvtXHgpmt4ax1C8wAy3R6cA,
動画,POV,Carolina Crown,Carolina Crown,o46167m,,【POV｜2025】Carolina Crown【Lead Trumpet】,https://www.youtube.com/watch?v=m9DP9IlHFPE,Connor Bruce,https://www.youtube.com/channel/UC9Y4eC3dV5p_4AAgo6ZhBAA,
動画,POV,Carolina Crown,Carolina Crown,o46167m,,【POV｜2025】Carolina Crown【Lead Mello】,https://www.youtube.com/watch?v=0iPfwtXJ_Mg,Kayla Stanz,https://www.youtube.com/channel/UCxH_KPNx4KKaP_HK7TAPE5g,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,,【POV｜2025】Boston Crusaders【Colorguard】,https://www.youtube.com/watch?v=7ppW7fx4Z9U,Kimberlin Brown,https://www.youtube.com/channel/UCxtbo2gk68TBMYVDKilw4iA,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Bass Trombone】,https://www.youtube.com/watch?v=SC_iQ-wi8ys,KeenanGlimpseMusic,https://www.youtube.com/channel/UCJWTlLdn8t6I4Djyk0OkpLQ,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Synth 1】,https://www.youtube.com/watch?v=DzjHl3AqH_M,Brandon Mendoza,https://www.youtube.com/channel/UCP_dU6-SeWM2OcDu8ckRiZg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Quad】,https://www.youtube.com/watch?v=F5k11Xx2rck,Brenden Kasprzyk,https://www.youtube.com/channel/UCvzhhwa5wFhVxd5F8E3MJWg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Drum Set】,https://www.youtube.com/watch?v=0gMjDMzT4oA,Jacob Singson,https://www.youtube.com/channel/UCEQDD1onyT1X9R4S53FlRJw,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Marimba】,https://www.youtube.com/watch?v=DE56qV19Xrs,Darius McCann,https://www.youtube.com/channel/UCe9kadOduCLvCyDqcQlEpDA,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Center Quad】,https://www.youtube.com/watch?v=-SojCmn9IiY,Finals Sync Archive,https://www.youtube.com/channel/UCBtsi5dAJok76TW3zFsyKvQ,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2025】Bluecoats【Synth 2】,https://www.youtube.com/watch?v=ZWPK5gY0qwo,Kelsan Giamporcaro,https://www.youtube.com/channel/UCDkcPE2aCTGImv847LJqbvA,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2025】Blue Stars【Lead Baritone】,https://www.youtube.com/watch?v=n087dzNrKkw,Ben Ward,https://www.youtube.com/channel/UCfxscjaixufIIajc2r7W2lQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2025】Blue Stars【Lead Mello】,https://www.youtube.com/watch?v=8mNIfDWGadE,AKinney Mellophone,https://www.youtube.com/channel/UCxrKXEafcw4RxupAW7A64_g,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2025】Blue Stars【Baritone】,https://www.youtube.com/watch?v=SOMwsjr0bhE,Brady Hughes,https://www.youtube.com/channel/UCgAH0sH_fjOCxhzOyJvGBdA,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2025】Blue Stars【POV】,https://www.youtube.com/watch?v=E9I3evWYOWs,Dxyton.bsh_Trombone,https://www.youtube.com/channel/UCS-I9a3ZIxfCD9F66BYdU6A,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2025】Blue Knights【Lead Euphonium】,https://www.youtube.com/watch?v=67FkcD7MLhw,Hogan Akin,https://www.youtube.com/channel/UCqHb3Do5fal9Mo5mWQkBKgQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,,【POV｜2025】Blue Devils【Snare】,https://www.youtube.com/watch?v=oKIEa2ZSzB8,Isaac Brusse,https://www.youtube.com/channel/UCGRMvr2u-aMlC4jX9k6NhoA,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2025】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=6FSnWAEqslA,Sebastian,https://www.youtube.com/channel/UCFFbQjPNBNnJlaIpXAqkhbA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2025】Phantom Regiment【Drumset】,https://www.youtube.com/watch?v=gGxX6GIQglU,Mason Webb,https://www.youtube.com/channel/UC5eaK4xq-ShSO18P5C7DwGQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,,【POV｜2025】Pacific Crest【Marimba】,https://www.youtube.com/watch?v=FJ33cVq8iRc,MrPanda,https://www.youtube.com/channel/UCAKtQcukcT9jnHc2JDlGCwA,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2025】Blue Stars【2nd Trumpet】,https://www.youtube.com/watch?v=x_1UH65KdQM,Darren Johnson,https://www.youtube.com/channel/UCGqtJNJiNObfb42mGE4Fe2w,
動画,POV,Cadets,Cadets,o5i3t4q,,【POV｜2023】Cadets【Soloist】,https://www.youtube.com/watch?v=BAYVHkCmmy0,Olivia Dumouchelle,,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,,【POV｜2024】Boston Crusaders【Mello】,https://www.youtube.com/watch?v=CWyoqGbzauc,Owen Clark,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2017】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=i-Uf0fhv30k,Rydland Productions,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2017】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=SXg8X1ISN_M,Rydland Productions,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2018】Santa Clara Vanguard【Contra】,https://www.youtube.com/watch?v=2pBG4hdeZWU,Rydland Productions,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=nENx4wqWni4,Zanderman,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2010】Blue Knights【Tuba】,https://www.youtube.com/watch?v=mRKRev5YTGw,b4urii,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2011】Blue Knights【Tuba】,https://www.youtube.com/watch?v=1NcF23sT0dE,b4urii,,
動画,POV,Crossmen,Crossmen,o2b2uko,,【POV｜2012】Crossmen【Flugel】,https://www.youtube.com/watch?v=JEAu6gUunN0,Crossmen Lot,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2015】Blue Knights【Mello】,https://www.youtube.com/watch?v=1A7aW-jHrOc,Lemon Pine-Sol,,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,,【POV｜2015】Bluecoats【snare】,https://www.youtube.com/watch?v=2dOTBb9046c,Andrew C,,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,,【POV｜2015】Madison Scouts【POV】,https://www.youtube.com/watch?v=7g6ntFyKv6g,SamVinyl,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【POV】,https://www.youtube.com/watch?v=a--pyezZc4Y,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【Contra】,https://www.youtube.com/watch?v=eVGbjakmwYM,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【Lead Mellophone】,https://www.youtube.com/watch?v=qZI5bLgOu-o,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【Lead Trumpet】,https://www.youtube.com/watch?v=0taZyJtbBCo,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【Lead Trumpet】,https://www.youtube.com/watch?v=6OyV3Zfne_Y,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2015】Phantom Regiment【Lead Trumpet】,https://www.youtube.com/watch?v=vjcHqG1SWL4,Rydland Productions,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2016】Blue Knights【Tenor】,https://www.youtube.com/watch?v=7hs_9WK2v5o,Dakine Drums,,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2016】Blue Stars【Trumpet】,https://www.youtube.com/watch?v=x2h7YttW4C4,Kersting Compositions,,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2016】Blue Stars【Lead Mellophone】,https://www.youtube.com/watch?v=6tfvQXL_Ck0,Kersting Compositions,,
動画,POV,Carolina Crown,Carolina Crown,o46167m,,【POV｜2016】Carolina Crown【Snare】,https://www.youtube.com/watch?v=FLxg5pPgwXo,Vic Firth Marching,,
動画,POV,Crossmen,Crossmen,o2b2uko,,【POV｜2016】Crossmen【battery】,https://www.youtube.com/watch?v=OvynAYES41s,Mikey Sheeran,,
動画,POV,Genesis,Genesis,oj0k7hi,,【POV｜2016】Genesis【Baritone】,https://www.youtube.com/watch?v=gkdSPrhukL8,Gentry Walker,,
動画,POV,Genesis,Genesis,oj0k7hi,,【POV｜2016】Genesis【baritone】,https://www.youtube.com/watch?v=gZ3LpF2kymY,Gentry Walker,,
動画,POV,Music City,Music City,o1x2imfa,,【POV｜2016】Music City【3rd Trumpet】,https://www.youtube.com/watch?v=N00Q1APU-Do,jg95b,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2016】Phantom Regiment【Guard】,https://www.youtube.com/watch?v=qvNza63V3yQ,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2016】Phantom Regiment【Lead Trumpet】,https://www.youtube.com/watch?v=lotIfgzuFts,Rydland Productions,,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,,【POV｜2016】Phantom Regiment【Marimba】,https://www.youtube.com/watch?v=WRPyYBUdfxs,Rydland Productions,,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,,【POV｜2017】Blue Devils【Tenor】,https://www.youtube.com/watch?v=Q58KkT3uHeU,Dakine Drums,,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,,【POV｜2017】Blue Devils【Center Marimba】,https://www.youtube.com/watch?v=t58zFyODLlw,ThatWasLoud,,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,,【POV｜2017】Blue Devils【Trumpet】,https://www.youtube.com/watch?v=Q7AZEZpYGdU,Michael Sowell,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2017】Blue Knights【Drum Set】,https://www.youtube.com/watch?v=gy6KQCFrh9M,Mr. Williams Music,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2017】Blue Knights【Lead Mello】,https://www.youtube.com/watch?v=eOYwNB3v53A,Mr. Williams Music,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2017】Blue Knights【Tuba】,https://www.youtube.com/watch?v=apGx1ikCgUw,Mr. Williams Music,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2017】Blue Knights【Baritone】,https://www.youtube.com/watch?v=3k66V0r27Jw,Mr. Williams Music,,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,,【POV｜2017】Blue Knights【Snare】,https://www.youtube.com/watch?v=xcd8LoS4jT4,Mr. Williams Music,,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2017】Blue Stars【Lead Trumpet】,https://www.youtube.com/watch?v=J6xpWITnMGU,Kersting Compositions,,
動画,POV,Blue Stars,Blue Stars,oer86qt,,【POV｜2017】Blue Stars【Trumpet】,https://www.youtube.com/watch?v=ZwrQf0qZg5g,Kersting Compositions,,
動画,POV,Cadets,Cadets,o5i3t4q,,【POV｜2017】Cadets【SNARE】,https://www.youtube.com/watch?v=oHZ5pz2ZsEY,Vic Firth Marching,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2017】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=8uTYpquciAI,Stone Wang,,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,,【POV｜2017】Santa Clara Vanguard【guard】,https://www.youtube.com/watch?v=b21sP1BtQ6I,Rydland Productions,,
動画,POV,Troopers,Troopers,of59uo4,,【POV｜2017】Troopers【Contra】,https://www.youtube.com/watch?v=xAW5V4XLCoM,Nancy Fleming,,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,,【POV｜2018】Blue Devils【Lead Euphonium】,https://www.youtube.com/watch?v=1vSw5qbvI5s,Mike Do,,
動画,POV,Crossmen,Crossmen,o2b2uko,,【POV｜2018】Crossmen【Lead Baritone】,https://www.youtube.com/watch?v=OjtMmvLA960,Aiden Gonzalez,,
